"","match_title_freq","onb_title_freq"
"Adler, H. G.",0.00581869172164155,-0.00473470245488151
"Adler, Hans",0.22774734265748,-0.185319304400084
"Aichinger, Ilse",0.156736767954397,-0.127537597024394
"Aichner, Bernhard",0.907449493219703,-0.738396799275064
"Altenberg, Peter",0.219059250596996,-0.178249754615548
"Améry, Jean",-0.492800794381036,0.400994801330575
"Anders, Günther",0.322083380780641,-0.262081073652147
"Arenz, Ewald",0.22774734265748,-0.185319304400084
"Arnautović, Ljuba",0.22774734265748,-0.185319304400084
"Augustin, Anita",0.22774734265748,-0.185319304400084
"Ausländer, Rose",0.0116373834432831,-0.00946940490976302
"Axster, Lilly",0.22774734265748,-0.185319304400084
"Bachmann, Ingeborg",0.784484837525529,-0.638339761536925
"Bäcker, Heimrad",0.22774734265748,-0.185319304400084
"Baldini, Laura",0.419167279849689,-0.3410787929405
"Bankhofer, Hademar",0.22774734265748,-0.185319304400084
"Baronsky, Eva",0.644166761561282,-0.524162147304294
"Barylli, Gabriel",0.22774734265748,-0.185319304400084
"Becker, Zdenka",0.394469968771554,-0.320982450844269
"Beer, Alex",0.322083380780641,-0.262081073652147
"Berger, Herbert",-0.178443027883664,0.145200103836905
"Bernard, Caroline",0.22774734265748,-0.185319304400084
"Bernhard, Thomas",0.469995726299805,-0.382438188092869
"Bettauer, Hugo",-0.178443027883664,0.145200103836905
"Brandstetter, Alois",0.22774734265748,-0.185319304400084
"Brem, Ilse",0.322083380780641,-0.262081073652147
"Brendel, Alfred",-0.104673511907363,0.0851734302997339
"Brezina, Thomas",-11.8918338300876,9.67645263263336
"Breznik, Melitta",-0.178443027883664,0.145200103836905
"Broch, Hermann",0.221659262963632,-0.180365399424372
"Bruckner, Ferdinand",-0.178443027883664,0.145200103836905
"Busch, Wilhelm",0.22774734265748,-0.185319304400084
"Canetti, Elias",-1.75023180925973,1.42417354971611
"Canetti, Veza",-0.178443027883664,0.145200103836905
"Cejpek, Lucas",0.22774734265748,-0.185319304400084
"Celan, Paul",0.593703240913566,-0.483099694347034
"Chobot, Manfred",-0.178443027883664,0.145200103836905
"Cristen, Gabriele Marie",0.322083380780641,-0.262081073652147
"Crüwell, G. A.",0.22774734265748,-0.185319304400084
"Dempf, Peter",0.22774734265748,-0.185319304400084
"Dinev, Dimitré",-0.472191224930644,0.384224677780655
"Doderer, Heimito ",0.465526678085333,-0.378801698214336
"Doehnert, Rodica",-0.178443027883664,0.145200103836905
"Dor, Milo",-0.178443027883664,0.145200103836905
"EbnerEschenbach, Marie ",0.394469968771554,-0.320982450844269
"Edelbauer, Raphaela",0.00581869172164155,-0.00473470245488151
"Eich, Günter",0.322083380780641,-0.262081073652147
"Eichendorff, Joseph ",0.22774734265748,-0.185319304400084
"Elsberg, Marc",0.0116373834432831,-0.00946940490976302
"Ephrussi, Elisabeth ",0.22774734265748,-0.185319304400084
"Erdheim, Claudia",0.322083380780641,-0.262081073652147
"Fallwickl, Mareike",0.22774734265748,-0.185319304400084
"Faro, Marlene",0.22774734265748,-0.185319304400084
"Ferk, Janko",-0.470114080941255,0.38253449393587
"Flašar, Milena Michiko",0.552730030833532,-0.449759560923435
"Flöss, Helene",0.22774734265748,-0.185319304400084
"Foresti, Traute",0.22774734265748,-0.185319304400084
"Franzobel",-0.104673511907363,0.0851734302997339
"Freitag, Günther",0.22774734265748,-0.185319304400084
"Freund, René",-0.178443027883664,0.145200103836905
"Fried, Erich",-0.182454702935306,0.148464426578829
"Fritsch, Gerhard",0.22774734265748,-0.185319304400084
"Fritsch, Valerie",0.295258340774415,-0.240253386459614
"Fritz, Marianne",0.322083380780641,-0.262081073652147
"Futscher, Christian",0.22774734265748,-0.185319304400084
"Ganglbauer, Petra",0.22774734265748,-0.185319304400084
"Gauß, KarlMarkus",-0.702744258683538,0.571826988937685
"Geiger, Arno",-0.942459820422892,0.766884901083004
"Gelich, Johannes",0.22774734265748,-0.185319304400084
"Gerstl, Elfriede",0.22774734265748,-0.185319304400084
"Glattauer, Daniel",0.436050053632918,-0.354816401719354
"Glattauer, Daniel, ",0.22774734265748,-0.185319304400084
"Glauser, Friedrich",0.0116373834432831,-0.00946940490976302
"Glavinic, Thomas",0.799191992702638,-0.650307057116856
"Grän, Christine",0.22774734265748,-0.185319304400084
"Greiner, Margret",0.22774734265748,-0.185319304400084
"Grill, Andrea",-0.178443027883664,0.145200103836905
"Grill, Evelyn",0.22774734265748,-0.185319304400084
"Grillparzer, Franz",0.322083380780641,-0.262081073652147
"Gruber, Andreas",0.754359320307726,-0.613826457318521
"Gruber, Marianne",0.126653767347284,-0.103058888813243
"Gruber, Sabine",0.219059250596996,-0.178249754615548
"Gstrein, Norbert",0.878851917151642,-0.715126789435994
"Haas, Wolf",1.13384937054784,-0.922619663494445
"Hackl, Erich",0.755352482595364,-0.614634599104738
"Haderlap, Maja",0.360928028456565,-0.29368918377528
"Hadwiger, Viktor",0.22774734265748,-0.185319304400084
"Hamerling, Robert",0.22774734265748,-0.185319304400084
"Handke, Peter",1.62095418044389,-1.31897960994455
"Händl, Klaus",0.22774734265748,-0.185319304400084
"Hartlieb, Petra",0.419167279849689,-0.3410787929405
"Härtling, Peter",-0.940228161882511,0.765068987871741
"Haslinger, Josef",-0.309072390550935,0.251493957109797
"Hassler, Silke",-0.178443027883664,0.145200103836905
"Hauer, Elisabeth",0.22774734265748,-0.185319304400084
"Haushofer, Marlen",0.750623353730303,-0.610786480125762
"Helfer, Monika",-0.05359413240075,0.0436098494961157
"Henisch, Peter",-0.148030700160615,0.120453420283723
"Hermann, Wolfgang",0.394469968771554,-0.320982450844269
"Herzl, Theodor",-0.178443027883664,0.145200103836905
"HerzmanovskyOrlando, Fritz ",0.22774734265748,-0.185319304400084
"Hochgatterer, Paulus",0.156736767954397,-0.127537597024394
"Hochhuth, Rolf",0.22774734265748,-0.185319304400084
"Hochwälder, Fritz",0.22774734265748,-0.185319304400084
"Hoffer, Klaus",0.22774734265748,-0.185319304400084
"Hoffmann, E. T. A.",-0.178443027883664,0.145200103836905
"Hofmannsthal, Hugo ",0.131699165784156,-0.107164358136539
"Hofmannsthal, Hugo von",0.22774734265748,-0.185319304400084
"Horváth, Ödön ",0.0142528256885782,-0.0115976050983628
"Hotschnig, Alois",0.00581869172164155,-0.00473470245488151
"Innerhofer, Franz",0.126653767347284,-0.103058888813243
"Jäger, Gerhard",0.22774734265748,-0.185319304400084
"Jandl, Ernst",-0.356886055767327,0.290400207673811
"Jelinek, Elfriede",1.64443929855303,-1.3380895837469
"Jessen, Søren",0.22774734265748,-0.185319304400084
"Jonke, Gert",-0.356886055767327,0.290400207673811
"Jungk, Peter Stephan",-0.178443027883664,0.145200103836905
"Kafka, Franz",0.396343772684552,-0.322507175715641
"Kaiser, Vea",0.644166761561282,-0.524162147304294
"KaiserMühlecker, Reinhard",0.22774734265748,-0.185319304400084
"Kaléko, Mascha",-0.178443027883664,0.145200103836905
"Kappacher, Walter",-0.660167746645026,0.537182239617272
"Karlin, Alma M.",-0.104673511907363,0.0851734302997339
"Kehlmann, Daniel",1.9199586217255,-1.56228121963305
"Kern, Elfriede",0.22774734265748,-0.185319304400084
"Kim, Anna",0.179115475508176,-0.145747278282789
"Kisch, Egon Erwin",-0.178443027883664,0.145200103836905
"Klein, Josef",0.22774734265748,-0.185319304400084
"Knapp, Radek",0.179115475508176,-0.145747278282789
"Kneifl, Edith",0.322083380780641,-0.262081073652147
"Koestler, Arthur",-0.178443027883664,0.145200103836905
"Kofler, Gerhard",0.22774734265748,-0.185319304400084
"Kofler, Werner",0.322083380780641,-0.262081073652147
"Köhlmeier, Michael",0.551018055538727,-0.448366516916505
"Konsalik, Heinz G.",0.22774734265748,-0.185319304400084
"Kramar, Hubsi",0.22774734265748,-0.185319304400084
"Kraus, Karl",-0.667779234330481,0.543375750315835
"Kraxner, Petra Maria",0.22774734265748,-0.185319304400084
"Kreslehner, Gabi",0.126653767347284,-0.103058888813243
"Kröhn, Julia",0.394469968771554,-0.320982450844269
"Kubelka, Susanna",0.644166761561282,-0.524162147304294
"Kubin, Alfred",-0.702744258683538,0.571826988937685
"KuehneltLeddihn, Erik ",0.22774734265748,-0.185319304400084
"Kuehs, Wilhelm",0.22774734265748,-0.185319304400084
"Kumpfmüller, Michael",0.68324202797244,-0.555957913200253
"Lack, Stephan",0.322083380780641,-0.262081073652147
"Laube, Sigrid",0.22774734265748,-0.185319304400084
"Lavant, Christine",0.68324202797244,-0.555957913200253
"Lazar, Maria",0.22774734265748,-0.185319304400084
"Lechner, Auguste",-0.472191224930644,0.384224677780655
"LernetHolenia, Alexander",0.142113418627557,-0.115638494740135
"Löhr, Robert",0.126653767347284,-0.103058888813243
"Loidolt, Gabriel",0.322083380780641,-0.262081073652147
"Lothar, Ernst",-0.702744258683538,0.571826988937685
"Lubomirski, Karl",-0.104673511907363,0.0851734302997339
"Mall, Sepp",0.00581869172164155,-0.00473470245488151
"Maxian, Beate",0.22774734265748,-0.185319304400084
"Mayer, AnnaElisabeth",0.22774734265748,-0.185319304400084
"Mayreder, Rosa",0.22774734265748,-0.185319304400084
"Mayröcker, Friederike",0.690602155509542,-0.5619468907205
"Meighörner, Jeannine",0.22774734265748,-0.185319304400084
"Menasse, Eva",0.371439449173228,-0.302242386428444
"Menasse, Robert",1.15800003545216,-0.942271196498717
"Messner, Elena",0.22774734265748,-0.185319304400084
"Meyerhoff, Joachim",0.852152526972496,-0.693401344220384
"Meyrink, Gustav",0.559439373090949,-0.455218990770643
"Mikan, Denis",0.22774734265748,-0.185319304400084
"Mitgutsch, Anna",0.45549468531496,-0.370638608800169
"Mitterer, Felix",-0.309072390550935,0.251493957109797
"Moestl, Bernhard",0.22774734265748,-0.185319304400084
"MuckerFrimmel, Gerda",0.22774734265748,-0.185319304400084
"Musil, Robert",0.379961302041852,-0.309176666439729
"Nestroy, Johann",-0.178443027883664,0.145200103836905
"Niederle, Helmuth A.",0.22774734265748,-0.185319304400084
"Okopenko, Andreas",0.322083380780641,-0.262081073652147
"Perutz, Leo",0.123861886697777,-0.100787119694458
"Peschina, Helmut",0.322083380780641,-0.262081073652147
"Pittler, Andreas P.",-0.178443027883664,0.145200103836905
"Placzek, Adolf K.",0.22774734265748,-0.185319304400084
"Plattner, Martin",0.22774734265748,-0.185319304400084
"Pluhar, Erika",0.22774734265748,-0.185319304400084
"Poznanski, Ursula",-0.388126427569343,0.315820675390339
"Prinz, Martin",0.322083380780641,-0.262081073652147
"Raab, Thomas",0.509258539877063,-0.414386562181564
"Rabinovici, Doron",0.45549468531496,-0.370638608800169
"Rakusa, Ilma",0.22774734265748,-0.185319304400084
"Ransmayr, Christoph",1.16398231968403,-0.947139015106994
"Rathenböck, Elisabeth Vera",0.22774734265748,-0.185319304400084
"Reichart, Elisabeth",0.22774734265748,-0.185319304400084
"Reitzer, Angelika",0.22774734265748,-0.185319304400084
"Rezzori, Gregor ",0.565114077510025,-0.459836529940796
"Rick, Karin",0.22774734265748,-0.185319304400084
"Riebe, Brigitte",0.22774734265748,-0.185319304400084
"Rilke, Rainer Maria",-0.684323970115502,0.556838295658348
"Röggla, Kathrin",0.22774734265748,-0.185319304400084
"Rohr, Angela",0.22774734265748,-0.185319304400084
"Rosendorfer, Herbert",0.322083380780641,-0.262081073652147
"Roßbacher, Verena",0.22774734265748,-0.185319304400084
"Roth, Gerhard",0.00822887274801353,-0.00669588042549462
"Roth, Joseph",0.739575429706197,-0.60179672168853
"Rudoll, Ronald",-0.104673511907363,0.0851734302997339
"Rühm, Gerhard",0.322083380780641,-0.262081073652147
"SacherMasoch, Leopold ",-0.354078960527905,0.288116058356921
"Salburg, Edith",0.22774734265748,-0.185319304400084
"Salten, Felix",-1.9384738839717,1.57734719353296
"Schalko, David",0.322083380780641,-0.262081073652147
"Schick, Eugen",0.22774734265748,-0.185319304400084
"Schiele, Egon",0.22774734265748,-0.185319304400084
"Schiller, B. C.",0.22774734265748,-0.185319304400084
"Schindel, Robert",0.394469968771554,-0.320982450844269
"Schmidt, Volker",0.322083380780641,-0.262081073652147
"Schneider, Robert",0.219059250596996,-0.178249754615548
"Schnitzler, Arthur",-0.0992218672286279,0.0807373961053895
"Schrefel, Magdalena",0.22774734265748,-0.185319304400084
"Schreiner, Margit",0.22774734265748,-0.185319304400084
"Schrott, Raoul",0.126653767347284,-0.103058888813243
"Schuberth, Richard",0.322083380780641,-0.262081073652147
"Schutti, Carolina",0.219059250596996,-0.178249754615548
"Schwab, Werner",-0.178443027883664,0.145200103836905
"Seethaler, Robert",0.75884350380392,-0.617475262861629
"Seghers, Anna",0.22774734265748,-0.185319304400084
"Serner, Walter",0.22774734265748,-0.185319304400084
"Setz, Clemens J.",0.882061665255414,-0.717738579672269
"Simmel, Johannes Mario",0.395583374375361,-0.321888435298818
"Singer, Lea",0.22774734265748,-0.185319304400084
"Skwara, Erich Wolfgang",0.22774734265748,-0.185319304400084
"Slupetzky, Stefan",0.22774734265748,-0.185319304400084
"Sommer, Edith",0.22774734265748,-0.185319304400084
"Sommer, Fedor",0.22774734265748,-0.185319304400084
"Stangl, Thomas",-0.178443027883664,0.145200103836905
"Stavarič, Michael",0.22774734265748,-0.185319304400084
"Steiner, Rudolf",0.295258340774415,-0.240253386459614
"Steiner, Wilfried",0.22774734265748,-0.185319304400084
"Steinfest, Heinrich",0.68324202797244,-0.555957913200253
"Stifter, Adalbert",-0.549409125376621,0.447057321318476
"Streeruwitz, Marlene",0.557864779785623,-0.45393773526772
"Strobl, Karl Hans",0.22774734265748,-0.185319304400084
"Struhar, Stanislav",0.394469968771554,-0.320982450844269
"Suttner, Bertha ",0.322083380780641,-0.262081073652147
"Svatek, Kurt F.",-0.0785040590096997,0.0638791980556306
"Taschler, Judith W.",0.322083380780641,-0.262081073652147
"Tielsch, Ilse",-0.178443027883664,0.145200103836905
"Torberg, Friedrich",0.00822887274801353,-0.00669588042549462
"Trakl, Georg",-0.0277089848699414,0.0225469581414734
"Treiber, Jutta",-0.702744258683538,0.571826988937685
"Trojanow, Ilija",1.1387367132874,-0.926596522000422
"Truschner, Peter",0.22774734265748,-0.185319304400084
"Turrini, Peter",0.276775046696136,-0.225213425239253
"Ungar, Hermann",0.322083380780641,-0.262081073652147
"Urzidil, Johannes",0.22774734265748,-0.185319304400084
"Vavrik, Elfriede",0.22774734265748,-0.185319304400084
"Vermes, Timur",0.394469968771554,-0.320982450844269
"Vertlib, Vladimir",0.219059250596996,-0.178249754615548
"Vogel, Alois",0.22774734265748,-0.185319304400084
"Vögel, Stefan",0.156736767954397,-0.127537597024394
"Wallner, Michael",0.509258539877063,-0.414386562181564
"Walser, Alissa",0.219059250596996,-0.178249754615548
"Wander, Fred",-0.178443027883664,0.145200103836905
"Wassermann, Jakob",0.309796563157558,-0.252083220466985
"Waterhouse, Peter",-0.178443027883664,0.145200103836905
"Weger, Michael",0.322083380780641,-0.262081073652147
"Welsh, Renate",-1.83623240887476,1.49415272537927
"Werfel, Franz",0.691192514005327,-0.562427268776766
"Widder, Bernhard",0.322083380780641,-0.262081073652147
"Winder, Ludwig",0.22774734265748,-0.185319304400084
"Winkler, Josef",0.429666432906534,-0.349622013329292
"Winkler, Katharina",0.557864779785623,-0.45393773526772
"Wolf, Christa",0.22774734265748,-0.185319304400084
"Wondratschek, Wolf",0.219059250596996,-0.178249754615548
"Wurmitzer, Mario",0.22774734265748,-0.185319304400084
"Zauner, Friedrich Ch.",0.00581869172164155,-0.00473470245488151
"Zoderer, Joseph",-0.470114080941255,0.38253449393587
"Zweig, Arnold",0.322083380780641,-0.262081073652147
"Zweig, Stefan",-2.25446382840314,1.83447000346856
